,annual_production_capacity,contract_tarrif_range,production_degredeation,project_years,yeild,inflation,initial_investment,equity_portion,interest_rate_range,interest_diff,cost_of_capital
0,49500,0.045,0.0025,30,1000,0,30937500,0.2,"[0.01, 0.025]",0.001,0.015
